(base) % python dtree.py yeast_training.txt yeast_test.txt forest5
Object Index = 0, Result = 3, True Class = 3, Accuracy = 1
Object Index = 36, Result = 1, True Class = 3, Accuracy = 0
Object Index = 37, Result = 7, True Class = 2, Accuracy = 0
Object Index = 38, Result = 2, True Class = 7, Accuracy = 0
Object Index = 39, Result = 7, True Class = 7, Accuracy = 1
Object Index = 40, Result = 2, True Class = 3, Accuracy = 0
Object Index = 41, Result = 5, True Class = 9, Accuracy = 0
Object Index = 42, Result = 7, True Class = 1, Accuracy = 0
Object Index = 43, Result = 7, True Class = 2, Accuracy = 0
Object Index = 44, Result = 2, True Class = 2, Accuracy = 1
Object Index = 45, Result = 2, True Class = 2, Accuracy = 1
Object Index = 46, Result = 1, True Class = 7, Accuracy = 0
Object Index = 47, Result = 1, True Class = 1, Accuracy = 1
Object Index = 48, Result = 1, True Class = 1, Accuracy = 1
Object Index = 49, Result = 7, True Class = 1, Accuracy = 0
Object Index = 50, Result = 2, True Class = 7, Accuracy = 0
Object Index = 51, Result = 2, True Class = 7, Accuracy = 0
Object Index = 52, Result = 7, True Class = 2, Accuracy = 0
Object Index = 53, Result = 7, True Class = 2, Accuracy = 0
Object Index = 54, Result = 7, True Class = 7, Accuracy = 1
Object Index = 55, Result = 7, True Class = 2, Accuracy = 0
Object Index = 56, Result = 1, True Class = 2, Accuracy = 0
Object Index = 57, Result = 7, True Class = 2, Accuracy = 0
Object Index = 58, Result = 1, True Class = 3, Accuracy = 0
Object Index = 59, Result = 2, True Class = 3, Accuracy = 0
Object Index = 60, Result = 3, True Class = 2, Accuracy = 0
Object Index = 61, Result = 2, True Class = 2, Accuracy = 1
Object Index = 62, Result = 1, True Class = 1, Accuracy = 1
Object Index = 63, Result = 8, True Class = 8, Accuracy = 1
Object Index = 64, Result = 3, True Class = 3, Accuracy = 1
Object Index = 65, Result = 7, True Class = 9, Accuracy = 0
Object Index = 66, Result = 7, True Class = 2, Accuracy = 0
Object Index = 67, Result = 8, True Class = 8, Accuracy = 1
Object Index = 68, Result = 2, True Class = 7, Accuracy = 0
Object Index = 69, Result = 1, True Class = 2, Accuracy = 0
Object Index = 70, Result = 3, True Class = 9, Accuracy = 0
Object Index = 71, Result = 2, True Class = 2, Accuracy = 1
Object Index = 72, Result = 3, True Class = 3, Accuracy = 1
Object Index = 73, Result = 2, True Class = 7, Accuracy = 0
Object Index = 74, Result = 2, True Class = 7, Accuracy = 0
Object Index = 75, Result = 7, True Class = 9, Accuracy = 0
Object Index = 76, Result = 1, True Class = 3, Accuracy = 0
Object Index = 77, Result = 2, True Class = 7, Accuracy = 0
Object Index = 78, Result = 1, True Class = 8, Accuracy = 0
Object Index = 79, Result = 7, True Class = 7, Accuracy = 1
Object Index = 80, Result = 2, True Class = 7, Accuracy = 0
Object Index = 81, Result = 1, True Class = 5, Accuracy = 0
Object Index = 82, Result = 2, True Class = 5, Accuracy = 0
Object Index = 83, Result = 2, True Class = 7, Accuracy = 0
Object Index = 84, Result = 1, True Class = 1, Accuracy = 1
Object Index = 85, Result = 4, True Class = 4, Accuracy = 1
Object Index = 86, Result = 2, True Class = 7, Accuracy = 0
Object Index = 87, Result = 3, True Class = 3, Accuracy = 1
Object Index = 88, Result = 2, True Class = 2, Accuracy = 1
Object Index = 89, Result = 7, True Class = 7, Accuracy = 1
Object Index = 90, Result = 2, True Class = 7, Accuracy = 0
Object Index = 91, Result = 2, True Class = 7, Accuracy = 0
Object Index = 92, Result = 1, True Class = 7, Accuracy = 0
Object Index = 93, Result = 1, True Class = 1, Accuracy = 1
Object Index = 94, Result = 2, True Class = 2, Accuracy = 1
Object Index = 95, Result = 2, True Class = 2, Accuracy = 1
Object Index = 96, Result = 1, True Class = 1, Accuracy = 1
Object Index = 97, Result = 2, True Class = 2, Accuracy = 1
Object Index = 98, Result = 7, True Class = 7, Accuracy = 1
Object Index = 99, Result = 2, True Class = 2, Accuracy = 1
Object Index = 100, Result = 3, True Class = 3, Accuracy = 1
Object Index = 101, Result = 3, True Class = 3, Accuracy = 1
Object Index = 102, Result = 2, True Class = 2, Accuracy = 1
Object Index = 103, Result = 7, True Class = 7, Accuracy = 1
Object Index = 104, Result = 4, True Class = 3, Accuracy = 0
Object Index = 105, Result = 3, True Class = 9, Accuracy = 0
Object Index = 106, Result = 2, True Class = 6, Accuracy = 0
Object Index = 107, Result = 7, True Class = 7, Accuracy = 1
Object Index = 108, Result = 2, True Class = 7, Accuracy = 0
Object Index = 109, Result = 7, True Class = 1, Accuracy = 0
Object Index = 110, Result = 1, True Class = 2, Accuracy = 0
Object Index = 111, Result = 7, True Class = 2, Accuracy = 0
Object Index = 112, Result = 7, True Class = 7, Accuracy = 1
Object Index = 113, Result = 1, True Class = 1, Accuracy = 1
Object Index = 114, Result = 2, True Class = 7, Accuracy = 0
Object Index = 115, Result = 3, True Class = 2, Accuracy = 0
Object Index = 116, Result = 7, True Class = 2, Accuracy = 0
Object Index = 117, Result = 8, True Class = 8, Accuracy = 1
Object Index = 118, Result = 2, True Class = 5, Accuracy = 0
Object Index = 119, Result = 2, True Class = 2, Accuracy = 1
Object Index = 120, Result = 7, True Class = 7, Accuracy = 1
Object Index = 121, Result = 2, True Class = 2, Accuracy = 1
Object Index = 122, Result = 4, True Class = 4, Accuracy = 1
Object Index = 123, Result = 2, True Class = 7, Accuracy = 0
Object Index = 124, Result = 1, True Class = 1, Accuracy = 1
Object Index = 125, Result = 2, True Class = 7, Accuracy = 0
Object Index = 126, Result = 3, True Class = 7, Accuracy = 0
Object Index = 127, Result = 2, True Class = 7, Accuracy = 0
Object Index = 128, Result = 2, True Class = 7, Accuracy = 0
Object Index = 129, Result = 2, True Class = 2, Accuracy = 1
Object Index = 130, Result = 2, True Class = 7, Accuracy = 0
Object Index = 131, Result = 7, True Class = 2, Accuracy = 0
Object Index = 132, Result = 7, True Class = 2, Accuracy = 0
Object Index = 133, Result = 2, True Class = 2, Accuracy = 1
Object Index = 134, Result = 1, True Class = 1, Accuracy = 1
Object Index = 135, Result = 7, True Class = 7, Accuracy = 1
Object Index = 136, Result = 1, True Class = 8, Accuracy = 0
Object Index = 137, Result = 3, True Class = 3, Accuracy = 1
Object Index = 138, Result = 2, True Class = 2, Accuracy = 1
Object Index = 139, Result = 5, True Class = 2, Accuracy = 0
Object Index = 140, Result = 2, True Class = 7, Accuracy = 0
Object Index = 141, Result = 7, True Class = 2, Accuracy = 0
Object Index = 142, Result = 3, True Class = 3, Accuracy = 1
Object Index = 143, Result = 1, True Class = 1, Accuracy = 1
Object Index = 144, Result = 1, True Class = 7, Accuracy = 0
Object Index = 145, Result = 1, True Class = 2, Accuracy = 0
Object Index = 146, Result = 2, True Class = 2, Accuracy = 1
Object Index = 147, Result = 6, True Class = 1, Accuracy = 0
Object Index = 148, Result = 2, True Class = 2, Accuracy = 1
Object Index = 149, Result = 2, True Class = 2, Accuracy = 1
Object Index = 150, Result = 7, True Class = 7, Accuracy = 1
Object Index = 151, Result = 2, True Class = 2, Accuracy = 1
Object Index = 152, Result = 2, True Class = 2, Accuracy = 1
Object Index = 153, Result = 7, True Class = 1, Accuracy = 0
Object Index = 154, Result = 5, True Class = 5, Accuracy = 1
Object Index = 155, Result = 2, True Class = 2, Accuracy = 1
Object Index = 156, Result = 2, True Class = 7, Accuracy = 0
Object Index = 157, Result = 7, True Class = 7, Accuracy = 1
Object Index = 158, Result = 7, True Class = 7, Accuracy = 1
Object Index = 159, Result = 7, True Class = 2, Accuracy = 0
Object Index = 160, Result = 2, True Class = 7, Accuracy = 0
Object Index = 161, Result = 7, True Class = 1, Accuracy = 0
Object Index = 162, Result = 7, True Class = 2, Accuracy = 0
Object Index = 163, Result = 1, True Class = 1, Accuracy = 1
Object Index = 164, Result = 4, True Class = 4, Accuracy = 1
Object Index = 165, Result = 2, True Class = 7, Accuracy = 0
Object Index = 166, Result = 2, True Class = 7, Accuracy = 0
Object Index = 167, Result = 2, True Class = 2, Accuracy = 1
Object Index = 168, Result = 7, True Class = 2, Accuracy = 0
Object Index = 169, Result = 2, True Class = 1, Accuracy = 0
Object Index = 170, Result = 1, True Class = 1, Accuracy = 1
Object Index = 171, Result = 4, True Class = 4, Accuracy = 1
Object Index = 172, Result = 1, True Class = 1, Accuracy = 1
Object Index = 173, Result = 7, True Class = 7, Accuracy = 1
Object Index = 174, Result = 2, True Class = 2, Accuracy = 1
Object Index = 175, Result = 2, True Class = 7, Accuracy = 0
Object Index = 176, Result = 2, True Class = 2, Accuracy = 1
Object Index = 177, Result = 1, True Class = 1, Accuracy = 1
Object Index = 178, Result = 2, True Class = 7, Accuracy = 0
Object Index = 179, Result = 7, True Class = 7, Accuracy = 1
Object Index = 180, Result = 4, True Class = 4, Accuracy = 1
Object Index = 181, Result = 3, True Class = 3, Accuracy = 1
Object Index = 182, Result = 4, True Class = 3, Accuracy = 0
Object Index = 183, Result = 2, True Class = 2, Accuracy = 1
Object Index = 184, Result = 1, True Class = 2, Accuracy = 0
Object Index = 185, Result = 7, True Class = 7, Accuracy = 1
Object Index = 186, Result = 7, True Class = 3, Accuracy = 0
Object Index = 187, Result = 2, True Class = 7, Accuracy = 0
Object Index = 188, Result = 2, True Class = 2, Accuracy = 1
Object Index = 189, Result = 1, True Class = 1, Accuracy = 1
Object Index = 190, Result = 2, True Class = 7, Accuracy = 0
Object Index = 191, Result = 1, True Class = 7, Accuracy = 0
Object Index = 192, Result = 2, True Class = 7, Accuracy = 0
Object Index = 193, Result = 1, True Class = 9, Accuracy = 0
Object Index = 194, Result = 1, True Class = 1, Accuracy = 1
Object Index = 195, Result = 6, True Class = 2, Accuracy = 0
Object Index = 196, Result = 1, True Class = 2, Accuracy = 0
Object Index = 197, Result = 3, True Class = 3, Accuracy = 1
Object Index = 198, Result = 2, True Class = 7, Accuracy = 0
Object Index = 199, Result = 1, True Class = 7, Accuracy = 0
Object Index = 200, Result = 3, True Class = 1, Accuracy = 0
Object Index = 201, Result = 3, True Class = 3, Accuracy = 1
Object Index = 202, Result = 2, True Class = 2, Accuracy = 1
Object Index = 203, Result = 2, True Class = 7, Accuracy = 0
Object Index = 204, Result = 3, True Class = 3, Accuracy = 1
Object Index = 205, Result = 3, True Class = 3, Accuracy = 1
Object Index = 206, Result = 2, True Class = 7, Accuracy = 0
Object Index = 207, Result = 7, True Class = 1, Accuracy = 0
Object Index = 208, Result = 3, True Class = 3, Accuracy = 1
Object Index = 209, Result = 7, True Class = 2, Accuracy = 0
Object Index = 210, Result = 2, True Class = 3, Accuracy = 0
Object Index = 211, Result = 7, True Class = 2, Accuracy = 0
Object Index = 212, Result = 1, True Class = 1, Accuracy = 1
Object Index = 213, Result = 2, True Class = 1, Accuracy = 0
Object Index = 214, Result = 2, True Class = 7, Accuracy = 0
Object Index = 215, Result = 2, True Class = 2, Accuracy = 1
Object Index = 216, Result = 1, True Class = 1, Accuracy = 1
Object Index = 217, Result = 3, True Class = 3, Accuracy = 1
Object Index = 218, Result = 1, True Class = 1, Accuracy = 1
Object Index = 219, Result = 1, True Class = 1, Accuracy = 1
Object Index = 220, Result = 2, True Class = 2, Accuracy = 1
Object Index = 221, Result = 7, True Class = 7, Accuracy = 1
Object Index = 222, Result = 2, True Class = 3, Accuracy = 0
Object Index = 223, Result = 1, True Class = 1, Accuracy = 1
Object Index = 224, Result = 5, True Class = 8, Accuracy = 0
Object Index = 225, Result = 2, True Class = 7, Accuracy = 0
Object Index = 226, Result = 2, True Class = 1, Accuracy = 0
Object Index = 227, Result = 7, True Class = 7, Accuracy = 1
Object Index = 228, Result = 7, True Class = 9, Accuracy = 0
Object Index = 229, Result = 1, True Class = 1, Accuracy = 1
Object Index = 230, Result = 7, True Class = 1, Accuracy = 0
Object Index = 231, Result = 7, True Class = 7, Accuracy = 1
Object Index = 232, Result = 3, True Class = 3, Accuracy = 1
Object Index = 233, Result = 2, True Class = 7, Accuracy = 0
Object Index = 234, Result = 5, True Class = 1, Accuracy = 0
Object Index = 235, Result = 1, True Class = 2, Accuracy = 0
Object Index = 236, Result = 2, True Class = 7, Accuracy = 0
Object Index = 237, Result = 2, True Class = 1, Accuracy = 0
Object Index = 238, Result = 4, True Class = 4, Accuracy = 1
Object Index = 239, Result = 1, True Class = 3, Accuracy = 0
Object Index = 240, Result = 7, True Class = 7, Accuracy = 1
Object Index = 241, Result = 2, True Class = 7, Accuracy = 0
Object Index = 242, Result = 1, True Class = 3, Accuracy = 0
Object Index = 243, Result = 1, True Class = 8, Accuracy = 0
Object Index = 244, Result = 2, True Class = 2, Accuracy = 1
Object Index = 245, Result = 2, True Class = 7, Accuracy = 0
Object Index = 246, Result = 2, True Class = 2, Accuracy = 1
Object Index = 247, Result = 1, True Class = 1, Accuracy = 1
Object Index = 248, Result = 2, True Class = 7, Accuracy = 0
Object Index = 249, Result = 1, True Class = 1, Accuracy = 1
Object Index = 250, Result = 7, True Class = 9, Accuracy = 0
Object Index = 251, Result = 3, True Class = 3, Accuracy = 1
Object Index = 252, Result = 2, True Class = 1, Accuracy = 0
Object Index = 253, Result = 7, True Class = 7, Accuracy = 1
Object Index = 254, Result = 1, True Class = 1, Accuracy = 1
Object Index = 255, Result = 8, True Class = 4, Accuracy = 0
Object Index = 256, Result = 3, True Class = 3, Accuracy = 1
Object Index = 257, Result = 7, True Class = 2, Accuracy = 0
Object Index = 258, Result = 7, True Class = 1, Accuracy = 0
Object Index = 259, Result = 7, True Class = 3, Accuracy = 0
Object Index = 260, Result = 3, True Class = 2, Accuracy = 0
Object Index = 261, Result = 2, True Class = 2, Accuracy = 1
Object Index = 262, Result = 4, True Class = 4, Accuracy = 1
Object Index = 263, Result = 7, True Class = 9, Accuracy = 0
Object Index = 264, Result = 7, True Class = 2, Accuracy = 0
Object Index = 265, Result = 7, True Class = 2, Accuracy = 0
Object Index = 266, Result = 4, True Class = 4, Accuracy = 1
Object Index = 267, Result = 2, True Class = 7, Accuracy = 0
Object Index = 268, Result = 1, True Class = 7, Accuracy = 0
Object Index = 269, Result = 7, True Class = 7, Accuracy = 1
Object Index = 270, Result = 7, True Class = 7, Accuracy = 1
Object Index = 271, Result = 1, True Class = 7, Accuracy = 0
Object Index = 272, Result = 4, True Class = 8, Accuracy = 0
Object Index = 273, Result = 2, True Class = 2, Accuracy = 1
Object Index = 274, Result = 7, True Class = 2, Accuracy = 0
Object Index = 275, Result = 7, True Class = 7, Accuracy = 1
Object Index = 276, Result = 3, True Class = 3, Accuracy = 1
Object Index = 277, Result = 3, True Class = 2, Accuracy = 0
Object Index = 278, Result = 1, True Class = 1, Accuracy = 1
Object Index = 279, Result = 2, True Class = 2, Accuracy = 1
Object Index = 280, Result = 7, True Class = 7, Accuracy = 1
Object Index = 281, Result = 1, True Class = 7, Accuracy = 0
Object Index = 282, Result = 7, True Class = 2, Accuracy = 0
Object Index = 283, Result = 1, True Class = 7, Accuracy = 0
Object Index = 284, Result = 7, True Class = 2, Accuracy = 0
Object Index = 285, Result = 7, True Class = 7, Accuracy = 1
Object Index = 286, Result = 1, True Class = 2, Accuracy = 0
Object Index = 287, Result = 7, True Class = 7, Accuracy = 1
Object Index = 288, Result = 3, True Class = 3, Accuracy = 1
Object Index = 289, Result = 2, True Class = 2, Accuracy = 1
Object Index = 290, Result = 3, True Class = 3, Accuracy = 1
Object Index = 291, Result = 5, True Class = 5, Accuracy = 1
Object Index = 292, Result = 7, True Class = 2, Accuracy = 0
Object Index = 293, Result = 7, True Class = 7, Accuracy = 1
Object Index = 294, Result = 2, True Class = 8, Accuracy = 0
Object Index = 295, Result = 2, True Class = 1, Accuracy = 0
Object Index = 296, Result = 3, True Class = 3, Accuracy = 1
Object Index = 297, Result = 3, True Class = 2, Accuracy = 0
Object Index = 298, Result = 7, True Class = 7, Accuracy = 1
Object Index = 299, Result = 6, True Class = 1, Accuracy = 0
Object Index = 300, Result = 7, True Class = 7, Accuracy = 1
Object Index = 301, Result = 7, True Class = 1, Accuracy = 0
Object Index = 302, Result = 1, True Class = 1, Accuracy = 1
Object Index = 303, Result = 2, True Class = 3, Accuracy = 0
Object Index = 304, Result = 2, True Class = 2, Accuracy = 1
Object Index = 305, Result = 2, True Class = 2, Accuracy = 1
Object Index = 306, Result = 1, True Class = 7, Accuracy = 0
Object Index = 307, Result = 1, True Class = 8, Accuracy = 0
Object Index = 308, Result = 1, True Class = 7, Accuracy = 0
Object Index = 309, Result = 1, True Class = 1, Accuracy = 1
Object Index = 310, Result = 3, True Class = 3, Accuracy = 1
Object Index = 311, Result = 2, True Class = 7, Accuracy = 0
Object Index = 312, Result = 7, True Class = 1, Accuracy = 0
Object Index = 313, Result = 7, True Class = 7, Accuracy = 1
Object Index = 314, Result = 1, True Class = 7, Accuracy = 0
Object Index = 315, Result = 7, True Class = 7, Accuracy = 1
Object Index = 316, Result = 2, True Class = 7, Accuracy = 0
Object Index = 317, Result = 2, True Class = 7, Accuracy = 0
Object Index = 318, Result = 3, True Class = 3, Accuracy = 1
Object Index = 319, Result = 7, True Class = 1, Accuracy = 0
Object Index = 320, Result = 3, True Class = 9, Accuracy = 0
Object Index = 321, Result = 7, True Class = 7, Accuracy = 1
Object Index = 322, Result = 7, True Class = 7, Accuracy = 1
Object Index = 323, Result = 1, True Class = 3, Accuracy = 0
Object Index = 324, Result = 8, True Class = 5, Accuracy = 0
Object Index = 325, Result = 2, True Class = 2, Accuracy = 1
Object Index = 326, Result = 1, True Class = 2, Accuracy = 0
Object Index = 327, Result = 3, True Class = 7, Accuracy = 0
Object Index = 328, Result = 2, True Class = 3, Accuracy = 0
Object Index = 329, Result = 1, True Class = 1, Accuracy = 1
Object Index = 330, Result = 3, True Class = 7, Accuracy = 0
Object Index = 331, Result = 5, True Class = 5, Accuracy = 1
Object Index = 332, Result = 2, True Class = 2, Accuracy = 1
Object Index = 333, Result = 2, True Class = 7, Accuracy = 0
Object Index = 334, Result = 7, True Class = 2, Accuracy = 0
Object Index = 335, Result = 7, True Class = 6, Accuracy = 0
Object Index = 336, Result = 2, True Class = 2, Accuracy = 1
Object Index = 337, Result = 1, True Class = 2, Accuracy = 0
Object Index = 338, Result = 2, True Class = 9, Accuracy = 0
Object Index = 339, Result = 1, True Class = 7, Accuracy = 0
Object Index = 340, Result = 3, True Class = 9, Accuracy = 0
Object Index = 341, Result = 2, True Class = 3, Accuracy = 0
Object Index = 342, Result = 1, True Class = 5, Accuracy = 0
Object Index = 343, Result = 7, True Class = 5, Accuracy = 0
Object Index = 344, Result = 2, True Class = 2, Accuracy = 1
Object Index = 345, Result = 7, True Class = 2, Accuracy = 0
Object Index = 346, Result = 1, True Class = 2, Accuracy = 0
Object Index = 347, Result = 7, True Class = 1, Accuracy = 0
Object Index = 348, Result = 2, True Class = 2, Accuracy = 1
Object Index = 349, Result = 2, True Class = 2, Accuracy = 1
Object Index = 350, Result = 7, True Class = 7, Accuracy = 1
Object Index = 351, Result = 7, True Class = 7, Accuracy = 1
Object Index = 352, Result = 7, True Class = 7, Accuracy = 1
Object Index = 353, Result = 1, True Class = 6, Accuracy = 0
Object Index = 354, Result = 1, True Class = 1, Accuracy = 1
Object Index = 355, Result = 1, True Class = 1, Accuracy = 1
Object Index = 356, Result = 2, True Class = 2, Accuracy = 1
Object Index = 357, Result = 7, True Class = 7, Accuracy = 1
Object Index = 358, Result = 2, True Class = 7, Accuracy = 0
Object Index = 359, Result = 2, True Class = 7, Accuracy = 0
Object Index = 360, Result = 3, True Class = 3, Accuracy = 1
Object Index = 361, Result = 2, True Class = 7, Accuracy = 0
Object Index = 362, Result = 1, True Class = 2, Accuracy = 0
Object Index = 363, Result = 7, True Class = 2, Accuracy = 0
Object Index = 364, Result = 7, True Class = 7, Accuracy = 1
Object Index = 365, Result = 7, True Class = 7, Accuracy = 1
Object Index = 366, Result = 2, True Class = 2, Accuracy = 1
Object Index = 367, Result = 2, True Class = 6, Accuracy = 0
Object Index = 368, Result = 3, True Class = 2, Accuracy = 0
Object Index = 369, Result = 1, True Class = 1, Accuracy = 1
Object Index = 370, Result = 7, True Class = 3, Accuracy = 0
Object Index = 371, Result = 2, True Class = 2, Accuracy = 1
Object Index = 372, Result = 7, True Class = 2, Accuracy = 0
Object Index = 373, Result = 7, True Class = 7, Accuracy = 1
Object Index = 374, Result = 2, True Class = 2, Accuracy = 1
Object Index = 375, Result = 2, True Class = 2, Accuracy = 1
Object Index = 376, Result = 3, True Class = 3, Accuracy = 1
Object Index = 377, Result = 7, True Class = 7, Accuracy = 1
Object Index = 378, Result = 7, True Class = 7, Accuracy = 1
Object Index = 379, Result = 2, True Class = 2, Accuracy = 1
Object Index = 380, Result = 2, True Class = 1, Accuracy = 0
Object Index = 381, Result = 2, True Class = 7, Accuracy = 0
Object Index = 382, Result = 2, True Class = 1, Accuracy = 0
Object Index = 383, Result = 4, True Class = 4, Accuracy = 1
Object Index = 384, Result = 7, True Class = 1, Accuracy = 0
Object Index = 385, Result = 2, True Class = 7, Accuracy = 0
Object Index = 386, Result = 2, True Class = 5, Accuracy = 0
Object Index = 387, Result = 2, True Class = 2, Accuracy = 1
Object Index = 388, Result = 7, True Class = 7, Accuracy = 1
Object Index = 389, Result = 7, True Class = 1, Accuracy = 0
Object Index = 390, Result = 7, True Class = 7, Accuracy = 1
Object Index = 391, Result = 3, True Class = 7, Accuracy = 0
Object Index = 392, Result = 1, True Class = 2, Accuracy = 0
Object Index = 393, Result = 2, True Class = 7, Accuracy = 0
Object Index = 394, Result = 2, True Class = 7, Accuracy = 0
Object Index = 395, Result = 2, True Class = 2, Accuracy = 1
Object Index = 396, Result = 3, True Class = 3, Accuracy = 1
Object Index = 397, Result = 2, True Class = 7, Accuracy = 0
Object Index = 398, Result = 2, True Class = 2, Accuracy = 1
Object Index = 399, Result = 2, True Class = 2, Accuracy = 1
Object Index = 400, Result = 7, True Class = 7, Accuracy = 1
Object Index = 401, Result = 3, True Class = 1, Accuracy = 0
Object Index = 402, Result = 2, True Class = 2, Accuracy = 1
Object Index = 403, Result = 2, True Class = 7, Accuracy = 0
Object Index = 404, Result = 2, True Class = 2, Accuracy = 1
Object Index = 405, Result = 3, True Class = 3, Accuracy = 1
Object Index = 406, Result = 8, True Class = 10, Accuracy = 0
Object Index = 407, Result = 1, True Class = 2, Accuracy = 0
Object Index = 408, Result = 3, True Class = 3, Accuracy = 1
Object Index = 409, Result = 2, True Class = 2, Accuracy = 1
Object Index = 410, Result = 3, True Class = 3, Accuracy = 1
Object Index = 411, Result = 1, True Class = 3, Accuracy = 0
Object Index = 412, Result = 2, True Class = 7, Accuracy = 0
Object Index = 413, Result = 2, True Class = 7, Accuracy = 0
Object Index = 414, Result = 4, True Class = 5, Accuracy = 0
Object Index = 415, Result = 3, True Class = 3, Accuracy = 1
Object Index = 416, Result = 3, True Class = 5, Accuracy = 0
Object Index = 417, Result = 7, True Class = 1, Accuracy = 0
Object Index = 418, Result = 2, True Class = 2, Accuracy = 1
Object Index = 419, Result = 1, True Class = 1, Accuracy = 1
Object Index = 420, Result = 2, True Class = 7, Accuracy = 0
Object Index = 421, Result = 3, True Class = 2, Accuracy = 0
Object Index = 422, Result = 3, True Class = 3, Accuracy = 1
Object Index = 423, Result = 2, True Class = 2, Accuracy = 1
Object Index = 424, Result = 7, True Class = 7, Accuracy = 1
Object Index = 425, Result = 3, True Class = 3, Accuracy = 1
Object Index = 426, Result = 2, True Class = 7, Accuracy = 0
Object Index = 427, Result = 1, True Class = 7, Accuracy = 0
Object Index = 428, Result = 7, True Class = 7, Accuracy = 1
Object Index = 429, Result = 1, True Class = 1, Accuracy = 1
Object Index = 430, Result = 1, True Class = 1, Accuracy = 1
Object Index = 431, Result = 2, True Class = 7, Accuracy = 0
Object Index = 432, Result = 7, True Class = 2, Accuracy = 0
Object Index = 433, Result = 2, True Class = 7, Accuracy = 0
Object Index = 434, Result = 1, True Class = 1, Accuracy = 1
Object Index = 435, Result = 6, True Class = 6, Accuracy = 1
Object Index = 436, Result = 3, True Class = 9, Accuracy = 0
Object Index = 437, Result = 2, True Class = 2, Accuracy = 1
Object Index = 438, Result = 7, True Class = 7, Accuracy = 1
Object Index = 439, Result = 3, True Class = 3, Accuracy = 1
Object Index = 440, Result = 1, True Class = 3, Accuracy = 0
Object Index = 441, Result = 2, True Class = 2, Accuracy = 1
Object Index = 442, Result = 3, True Class = 3, Accuracy = 1
Object Index = 443, Result = 7, True Class = 2, Accuracy = 0
Object Index = 444, Result = 1, True Class = 7, Accuracy = 0
Object Index = 445, Result = 7, True Class = 7, Accuracy = 1
Object Index = 446, Result = 3, True Class = 3, Accuracy = 1
Object Index = 447, Result = 8, True Class = 8, Accuracy = 1
Object Index = 448, Result = 7, True Class = 7, Accuracy = 1
Object Index = 449, Result = 2, True Class = 7, Accuracy = 0
Object Index = 450, Result = 2, True Class = 7, Accuracy = 0
Object Index = 451, Result = 2, True Class = 3, Accuracy = 0
Object Index = 452, Result = 1, True Class = 2, Accuracy = 0
Object Index = 453, Result = 7, True Class = 2, Accuracy = 0
Object Index = 454, Result = 2, True Class = 2, Accuracy = 1
Object Index = 455, Result = 3, True Class = 3, Accuracy = 1
Object Index = 456, Result = 1, True Class = 1, Accuracy = 1
Object Index = 457, Result = 2, True Class = 2, Accuracy = 1
Object Index = 458, Result = 1, True Class = 2, Accuracy = 0
Object Index = 459, Result = 7, True Class = 7, Accuracy = 1
Object Index = 460, Result = 4, True Class = 4, Accuracy = 1
Object Index = 461, Result = 7, True Class = 7, Accuracy = 1
Object Index = 462, Result = 7, True Class = 2, Accuracy = 0
